"","prod","title","author","date","review_format","stars","comments","n_helpful"
"449","Venom","Heartwarming","Amazon Customer","December 23, 2018","Format: Prime VideoVerified Purchase",5,"Delightfully enjoyable, a romantic comedy to warm your heart year round.",NA
"450","Venom","Loved it","Amazon Customer","December 15, 2018","Verified Purchase",5,"Fun movie. Sit back and enjoy",1
"451","Venom","Great action","Jenn","January 16, 2019","Format: Prime VideoVerified Purchase",5,"Great movie, good mix of humor and action.",NA
"452","Venom","amazing","Amazon Customer","February 21, 2019","Format: Blu-rayVerified Purchase",5,"a grate movie to add to your collection.",NA
"453","Venom","Gotta love marvel","Matthew F.","February 15, 2019","Format: Blu-rayVerified Purchase",5,"Despite the negative comments, I enjoyed the film",NA
"454","Venom","Bad movie","James Y.","January 17, 2019","Format: Prime VideoVerified Purchase",1,"It's a bad movie, no way to get around it",NA
"455","Venom","The ultimate anti-hero!","Amazon Customer","January 31, 2019","Format: Blu-rayVerified Purchase",5,"Tom Hardy brings the character to life!  A MUST see!",NA
"456","Venom","Just ok","Pen Name","February 21, 2019","Format: Prime VideoVerified Purchase",3,"It was ok - glad I waited to rent it",NA
"457","Venom","Good movie","Eric F.","January 3, 2019","Verified Purchase",4,"Everything arrived on time and as advertised",NA
"458","Venom","Great movie","Kristine Wade","February 10, 2019","Format: Prime VideoVerified Purchase",4,"I didn't love but my husband loved him.",NA
"459","Venom","Good Movie","Keith from CA","January 3, 2019","Format: Prime VideoVerified Purchase",3,"Well acted. Entertaining. But not spectacular.",NA
"460","Venom","Best marvel","Marcella Goin","January 9, 2019","Format: Prime VideoVerified Purchase",5,"Great movie. One of the best marvel movies",NA
"461","Venom","Good movie","Michael ray bevins","January 16, 2019","Verified Purchase",5,"Good stand alone movie. Really liked it.",NA
"462","Venom","Comedy vs Comics","Jon","February 21, 2019","Format: Prime VideoVerified Purchase",4,"Decent movie. Funnier than expected",NA
"463","Venom","Great movies.","TKV","January 22, 2019","Format: Prime VideoVerified Purchase",5,"Great movies.  My son loved the movie.",NA
"464","Venom","We are Venom!!!!!!","BIG RON","January 23, 2019","Format: Blu-rayVerified Purchase",5,"Really awesome movie I really enjoyed it.",NA
"465","Venom","nice product","Lucky28","January 11, 2019","Verified Purchase",5,"good movie, no problems, my son loves it",NA
"466","Venom","<U+0001F44D><U+0001F3FC>","MJHitmen","February 7, 2019","Format: Blu-rayVerified Purchase",5,"Good movie product was as expected",NA
"467","Venom","Good movie","Stacy Lynn","December 25, 2018","Verified Purchase",5,"Look the movie. Watched alot for a good price",NA
"468","Venom","Great superhero movie!","Tom Ahrens","February 3, 2019","Format: Prime VideoVerified Purchase",5,"Loved how they portrayed the characters in this movie.",NA
"469","Venom","A must watch!","Nate S.","February 27, 2019","Format: Prime VideoVerified Purchase",5,"One of the best movies out there.",NA
"470","Venom","Special effects were superb!","TACPness!","January 16, 2019","Format: Prime VideoVerified Purchase",5,"This was a very entertaining film. I was always a fan of venom and it’s cool to see a stand alone movie of him.",NA
"471","Venom","Great movie","WilliK","January 2, 2019","Format: Blu-rayVerified Purchase",5,"Great movie  Interesting twists and turns",NA
"472","Venom","exactly what I wanted","Tom V.","January 6, 2019","Verified Purchase",5,"Great movie.. I will buy it when its on dvd",NA
"473","Venom","Science fiction movie","Lisandra","February 13, 2019","Format: Prime VideoVerified Purchase",5,"Strong movie to kids, it's like superheroes movie. I like it :)",NA
"474","Venom","Good to watch once","Megha","January 26, 2019","Format: Prime VideoVerified Purchase",3,"Movie was okay. Not as good as expected",NA
"475","Venom","Good movie.","JHalstead","February 28, 2019","Format: Prime VideoVerified Purchase",5,"Good movie. Funny and exciting.",NA
"476","Venom","Good one","Dr storm","February 1, 2019","Format: Blu-rayVerified Purchase",5,"I was suprized - it was a good flick !",NA
"477","Venom","Great film","Richard","January 6, 2019","Format: Blu-rayVerified Purchase",5,"Above average sci fi thriller, great cgi",NA
"478","Venom","Don't. Just... don't.","MD","January 29, 2019","Format: Prime VideoVerified Purchase",2,"Silly. Predictable. Not entertaining.",NA
"479","Venom","fn badass. one of ""marvel's"" best","sup bro","January 21, 2019","Verified Purchase",5,"good stuff. watch this. edge of the seat badassness. even to those who are a little emotional, it'll get you",NA
"480","Venom","Funny","Jamie","February 4, 2019","Format: Prime VideoVerified Purchase",5,"Loved it! Had a good amount of comedy",NA
"481","Venom","Great buy! Very happy with product!","A. A. Frasier","January 16, 2019","Format: Blu-rayVerified Purchase",5,"Great buy! Very happy with product!",NA
"482","Venom","Only ish.","Amazon Customer","February 25, 2019","Format: Prime VideoVerified Purchase",3,"Entertaining but not the best",NA
"483","Venom","Must see","Lashonda","February 25, 2019","Format: Prime VideoVerified Purchase",3,"Not bad.  This movie was different from what I thought it was about but it wasn't disappointing.  It was actually A pretty good action movie.",NA
"484","Venom","We are Venom","ckennedy","January 20, 2019","Verified Purchase",4,"Campy but a fun movie. Did well enough for another sequel.",NA
"485","Venom","Great movie","dvd snchz","January 5, 2019","Verified Purchase",5,"Great marvel movie for the collector",NA
"486","Venom","Awesome","aaron charles waltz","February 17, 2019","Format: Prime VideoVerified Purchase",5,"Tom Hardy is perfect as venom",NA
"487","Venom","Good interaction between man and alien.","Nancy B.","January 12, 2019","Verified Purchase",5,"An enjoyable science fiction film.",NA
"488","Venom","Good buy","Barbara J Barbre","February 1, 2019","Verified Purchase",5,"Better every time I viewed it.",NA
"489","Venom","Venom for the win!","A. Welch","February 18, 2019","Format: Prime VideoVerified Purchase",5,"I couldn’t find anything wrong with this movie. Action packed, good acting, great CGI - it was worth the rent / buy.",NA
"490","Venom","Great movie","J. Nieves","January 29, 2019","Format: Prime VideoVerified Purchase",5,"Good special effects, great action.",NA
"491","Venom","Very good","George","December 30, 2018","Format: Prime VideoVerified Purchase",5,"Love the movie and the  Quality was very good",NA
"492","Venom","Definitely different","CM ","January 31, 2019","Verified Purchase",4,"Special effects were impressive yeah the movie  Was boring",NA
"493","Venom","Good","Klipari","January 12, 2019","Format: Prime VideoVerified Purchase",4,"Great story, my daughter loved it",NA
"494","Venom","Awesome!","Honey Lyn","January 24, 2019","Format: Prime VideoVerified Purchase",5,"Definitely buying the Blu-Ray.",NA
"495","Venom","Great movie","Hock3yMom","February 28, 2019","Format: Prime VideoVerified Purchase",5,"Great movie! Worth the rent",NA
"496","Venom","Tom Hardy","Amazon Customer","February 11, 2019","Format: Prime VideoVerified Purchase",5,"My son liked this movie and so did I.",NA
"497","Venom","Entertaining","raedh","January 18, 2019","Format: Prime VideoVerified Purchase",5,"Great movie: very entertaining.",NA
"498","Venom","good movie","James Edwards","December 31, 2018","Format: Blu-rayVerified Purchase",5,"like  the actors, plenty of action.",NA
"499","Venom","Must See!!","Stacie Cunningham","February 21, 2019","Format: Prime VideoVerified Purchase",5,"My entire family enjoyed!!",NA
"500","Venom","Good movie","Serena Lok","January 7, 2019","Format: Prime VideoVerified Purchase",5,"It was a good movie, I enjoyed it",NA
"501","Venom","Thank u","Matt55","January 6, 2019","Format: Blu-rayVerified Purchase",5,"Every thing is good very satisfying",NA
"502","Venom","Great product great price","cangell","February 7, 2019","Format: Blu-rayVerified Purchase",5,"Great product great price",NA
"503","Venom","It’s ok","Amazon Customer","February 27, 2019","Format: Prime VideoVerified Purchase",2,"Kinda corny and plot felt rushed.",NA
"504","Venom","A win!","SmilingAllie","January 21, 2019","Format: Prime VideoVerified Purchase",5,"Enjoyed by the men in my home",NA
"505","Venom","Polished but flawed","BookGuy","January 3, 2019","Format: Prime VideoVerified Purchase",2,"Violent and not really believable. Good effects and some light humor, that's it.",NA
"506","Venom","Good!","UserGRU","January 31, 2019","Format: Prime VideoVerified Purchase",5,"My son was right, great movie",NA
"507","Venom","I dont usually agree with critics but...","Shane Smith","February 4, 2019","Format: Prime VideoVerified Purchase",3,"They were right on this one. It was just a'ight. Needed a lot more.",NA
"508","Venom","Surprisingly Good.","Bop","December 20, 2018","Format: Blu-rayVerified Purchase",5,"Probably my favorite super hero movie of the year. Short, sweet, doesn't waste your time, and knows exactly what it is.",NA
"509","Venom","It was funny","Brandon ","January 19, 2019","Format: Prime VideoVerified Purchase",3,"Was good but not what I was expecting",NA
"510","Venom","Love it!","C.M.","January 14, 2019","Format: Blu-rayVerified Purchase",5,"Fun movie and great service!",NA
"511","Venom","Funny and entertaining","D. S. ROGERS","January 10, 2019","Format: Prime VideoVerified Purchase",5,"Hope they make follow up movies!",NA
"512","Venom","Dig.","Ulysses","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Killer. Who knew , was that Tom Hardy!",NA
"513","Venom","Good","Aspiring Master Swimmer","January 12, 2019","Format: Prime VideoVerified Purchase",4,"Good action but average writing.",NA
"514","Venom","Enjoyable","Alvin Lee","January 22, 2019","Format: Prime VideoVerified Purchase",3,"Kind of weird but was good",NA
"515","Venom","Great","S_T_N","January 28, 2019","Format: Prime VideoVerified Purchase",5,"Another great Marvel movie.",NA
"516","Venom","Wow","Monica","January 25, 2019","Format: Blu-rayVerified Purchase",5,"My husband loves this movie!",NA
"517","Venom","Excellent","hhh","February 18, 2019","Format: Prime VideoVerified Purchase",5,"Excellent storyline and acting",NA
"518","Venom","Great Movie","Tanya","January 7, 2019","Format: Prime VideoVerified Purchase",5,"This was a very good movie!!",NA
"519","Venom","Great movie","James","January 10, 2019","Verified Purchase",5,"Awesome movie. Gives new perspective into venom",NA
"520","Venom","Great movie","Kim","December 30, 2018","Format: Prime VideoVerified Purchase",5,"Glad I rented it, love tom hardy.",NA
"521","Venom","Laughed and enjoyed like all the Marvels","A. A","January 30, 2019","Format: Prime VideoVerified Purchase",5,"Love all the Marvel movies. This is no exception.",NA
"522","Venom","good movie","John Nolan","January 23, 2019","Format: Prime VideoVerified Purchase",5,"great flick check it out",NA
"523","Venom","Hated it!","Robi Rivera","January 11, 2019","Format: Prime VideoVerified Purchase",1,"Corny and poorly done.  This did not seem like Venom from the Spider Man movie.  :(",NA
"524","Venom","No stars","Alicia","December 28, 2018","Format: Prime VideoVerified Purchase",1,"It was very cheesie! I am a Tom Hatdy fan but this has to be the worse film he is in",1
"525","Venom","Good movie","D. C.","December 22, 2018","Format: Prime VideoVerified Purchase",5,"I want to see more of spiderman that was at the end",NA
"526","Venom","Okay Movie","Krysta","December 19, 2018","Format: Prime VideoVerified Purchase",3,"Venom is not on par with many of the other Marvel movies, but it's good enough for a movie night at home.",NA
"527","Venom","Venom","Carolina Delgado","December 27, 2018","Format: Prime VideoVerified Purchase",5,"I love this movie, need more!",NA
"528","Venom","Great Movie!","FSUFinest12","January 23, 2019","Format: Blu-rayVerified Purchase",5,"Hilarious movie! I love it!",NA
"529","Venom","Excellent product","Gilbert","February 27, 2019","Format: Prime VideoVerified Purchase",5,"We love this movie",NA
"530","Venom","Great movie!!!","LVal","January 30, 2019","Format: Prime VideoVerified Purchase",5,"Worth buying!!! Don't listen to the critics.",NA
"531","Venom","good movie","Burt F.","January 26, 2019","Format: Blu-rayVerified Purchase",5,"its a fun movie to watch",NA
"532","Venom","Love","Gloria","February 7, 2019","Format: Prime VideoVerified Purchase",5,"I love this movie!!",NA
"533","Venom","Excellent movie","Kindle Customer","December 28, 2018","Format: Prime VideoVerified Purchase",5,"Another great Marvel movie.",NA
"534","Venom","Worth it","Mildreth Rodriguez","January 6, 2019","Format: Prime VideoVerified Purchase",5,"Love the move so worth it",NA
"535","Venom","Hilarious","Nicholas Youney","January 17, 2019","Format: Prime VideoVerified Purchase",5,"Really liked the movie",NA
"536","Venom","Watch it","Optimus Prime time.","February 9, 2019","Format: Prime VideoVerified Purchase",5,"Really good movie",NA
"537","Venom","Love it!","POPONG","February 2, 2019","Format: Blu-rayVerified Purchase",5,"Love the movie! AAA+++",NA
"538","Venom","Bad story, not very entertaining.","Amzn Mike","January 23, 2019","Format: Prime VideoVerified Purchase",1,"Very disappointed with the film!",NA
"539","Venom","Quicj","MrsB","December 27, 2018","Format: Blu-rayVerified Purchase",5,"Great dvd and arrived quickly.",NA
"540","Venom","A must see","Tebow","January 24, 2019","Format: Prime VideoVerified Purchase",5,"This was a great movie!",NA
"541","Venom","it's not as good as i thought it was","Adele Thompson","February 14, 2019","Verified Purchase",3,"but still awesome!",NA
"542","Venom","good film","Tyson Shimonek","February 22, 2019","Format: Prime VideoVerified Purchase",5,"interesting plot",NA
"543","Venom","A must have","Erin","February 15, 2019","Verified Purchase",5,"One of the best movies in a long time",NA
"544","Venom","Great movie","Caroline","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Husband really enjoyed",NA
"545","Venom","<U+0001F44D><U+0001F44D>","Jason J","December 31, 2018","Format: Blu-rayVerified Purchase",5,"Very cool movie and funny",NA
"546","Venom","good movie","Matt F","February 24, 2019","Format: Prime VideoVerified Purchase",4,"did not do carnage justice :/",NA
"547","Venom","Loved it!","Clasikjrny","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Great movie! Recommend!",NA
"548","Venom","Anti*hero..that's me!","daniel s.","February 14, 2019","Format: Prime VideoVerified Purchase",5,"Marvel delightz",NA
"549","Venom","Generic pablum.","God of Hellfire","January 12, 2019","Verified Purchase",1,"Generic plot, generic characters, generic dialogue, generic everything...insert Marvel brand name and hopefully make a few bucks.  The saddest part of this movie is the respect you lose for some of these actors.  Riz Ahmed, what the hell are you doing, man?",NA
"550","Venom","Great movie .","Faith/marshawn","December 22, 2018","Verified Purchase",5,"Yassssss great movie and actor",NA
"551","Venom","Item as described.","Amazon Customer","January 24, 2019","Format: Blu-rayVerified Purchase",5,"Item as described.",NA
"552","Venom","People watch a superhero movie expecting Shakespeare...","Ruben A Gomez","February 6, 2019","Format: Prime VideoVerified Purchase",5,"It’s entertaining and fun",NA
"553","Venom","Big laughs","Rose Rule","February 2, 2019","Format: Blu-rayVerified Purchase",5,"Fun movie to watch.",NA
"554","Venom","Good movie","Michael Roy Turpin","January 16, 2019","Format: Prime VideoVerified Purchase",5,"Much better than I thought it would be.",NA
"555","Venom","Venom is awesome!","Krystal","December 25, 2018","Format: Blu-rayVerified Purchase",5,"Loved this movie in theaters, glad to add it to our collection!",NA
"556","Venom","Good item","KK","January 15, 2019","Format: Blu-rayVerified Purchase",5,"It is a good movie.",NA
"557","Venom","Good","Salina","February 24, 2019","Verified Purchase",5,"Good movie <U+0001F44D>",NA
"558","Venom","If you love comic movies","Jason R Pryor","February 14, 2019","Format: Prime VideoVerified Purchase",3,"Ok, definitely a B comic book turned movie",NA
"559","Venom","Highly recommend","chad","January 5, 2019","Format: Prime VideoVerified Purchase",5,"Awesome , tom hardy delivers .",NA
"560","Venom","arrived quickly","deborah behl","January 21, 2019","Verified Purchase",5,"entertaining movie",NA
"561","Venom","Awesome but","Holly","February 5, 2019","Format: Blu-rayVerified Purchase",5,"Love the movie",NA
"562","Venom","Good mocie","Amazon Customer","February 1, 2019","Format: Prime VideoVerified Purchase",5,"Boyfriend loved it",NA
"563","Venom","Tom Hardy is awesome as Venom","cydnei greenlee","January 5, 2019","Format: Prime VideoVerified Purchase",5,"This was so good!  Perfect role for Tom Hardy.  We liked this better than any of the spidermans too.",NA
"564","Venom","Great movie!","Eduardo Ponce","February 19, 2019","Format: Prime VideoVerified Purchase",5,"Tom Hardy is so good as Eddie Brock/Venom.",NA
"565","Venom","Good","Btw","January 16, 2019","Format: Prime VideoVerified Purchase",5,"Very good, better than expected.",NA
"566","Venom","awesome","Nicola Powell","February 1, 2019","Format: Prime VideoVerified Purchase",5,"Again marvel does not disappoint!",NA
"567","Venom","Thumbs up","Amanda lamb","February 25, 2019","Format: Prime VideoVerified Purchase",5,"Pretty good",NA
"568","Venom","Great movie","Samantha Gonzalez","February 28, 2019","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"569","Venom","Good Movie","Scott Davis","December 18, 2018","Format: Prime VideoVerified Purchase",4,"I'm a super hero fan so obviously I liked this movie. Tom Hardy is an awesome actor. Good action.",NA
"570","Venom","Thank you!","Kathy","January 11, 2019","Verified Purchase",5,"Arrived on time. Fair price. Great movie. We all enjoyed it.",NA
"571","Venom","Very good","MAD LOVE BOOK BLOG","February 18, 2019","Format: Prime VideoVerified Purchase",4,"Really good.",NA
"572","Venom","Ok I guess","Izzy castellon","February 3, 2019","Format: Prime VideoVerified Purchase",3,"It was ok I guess",NA
"573","Venom","Surprised it was funny & quite enjoyable!","DrC","February 13, 2019","Format: Prime VideoVerified Purchase",5,"Funny movie !",NA
"574","Venom","movie","jeff","December 20, 2018","Format: Blu-rayVerified Purchase",3,"good movie  dc did it again",NA
"575","Venom","I like venom my wife likes tom hardy","William brach","January 9, 2019","Format: Prime VideoVerified Purchase",5,"solid compromise on movie night",NA
"576","Venom","unexpected laughs","Louise Korak","January 19, 2019","Format: Prime VideoVerified Purchase",5,"worth the watch",NA
"577","Venom","Movie","Amazon Customer","January 13, 2019","Format: Prime VideoVerified Purchase",5,"Grandson loved it",NA
"578","Venom","On a par with Deadpool!","Patrick Lamb","February 9, 2019","Format: Prime VideoVerified Purchase",5,"Humor and action.",NA
"579","Venom","It is exactly what we needed.","Judith A Storck","December 29, 2018","Format: Prime VideoVerified Purchase",5,"We LOVED that movie.",NA
"580","Venom","Not the Spider-man Version","K. Ferrell","February 26, 2019","Verified Purchase",3,"Entertaining",NA
"581","Venom","Very good movie.","Lacey","January 17, 2019","Format: Prime VideoVerified Purchase",5,"Very good movie.",NA
"582","Venom","Good picture quality","Joice Knight","January 25, 2019","Format: Blu-rayVerified Purchase",5,"Good picture quality",NA
"583","Venom","<U+0001F44D>","Ozzzz","January 18, 2019","Format: Prime VideoVerified Purchase",5,"Best movie ever",NA
"584","Venom","Won’t be the last time I watch it","John Streck","December 25, 2018","Format: Prime VideoVerified Purchase",5,"Watched it twice now. Great movie",NA
"585","Venom","Action packed","John T. O’ Neil","March 2, 2019","Format: Prime VideoVerified Purchase",5,"Action packed",NA
"586","Venom","Awesome movie.","JDub","February 3, 2019","Format: Blu-rayVerified Purchase",5,"Awesome movie.",NA
"587","Venom","Enjoyed it","Kevin","February 7, 2019","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"588","Venom","A must see.","Nicole Smith","February 2, 2019","Format: Prime VideoVerified Purchase",5,"Awesome movie.",NA
"589","Venom","Venomous","pebbles101","January 29, 2019","Verified Purchase",5,"I really enjoyed Venom good movie",NA
"590","Venom","Best movie ever","Kris martin","February 6, 2019","Format: Prime VideoVerified Purchase",5,"This movie was amazing",NA
"591","Venom","Good","ramon ortiz","February 19, 2019","Format: DVDVerified Purchase",5,"Good product",NA
"592","Venom","Super..","TWTShopperGuy","February 9, 2019","Format: Blu-rayVerified Purchase",5,"Loved it!",NA
"593","Venom","It’s ok","Y","December 26, 2018","Format: Prime VideoVerified Purchase",4,"Fun movie. Not great",NA
"594","Venom","Fun to watch","German","January 11, 2019","Format: Prime VideoVerified Purchase",5,"Fun to watch, action packed!!",NA
"595","Venom","Quality","Ssg Victor Ortiz","January 25, 2019","Format: Prime VideoVerified Purchase",3,"Poor video stream quality",NA
"596","Venom","Works as described","John Ramos","January 3, 2019","Format: Blu-rayVerified Purchase",5,"Works as described",NA
"597","Venom","Funny and engaging","April Warren","January 9, 2019","Format: Prime VideoVerified Purchase",5,"Love this movie.",NA
"598","Venom","Great movie","Tina","January 27, 2019","Format: Prime VideoVerified Purchase",5,"Nice mix of humor and action",NA
"599","Venom","Fun movie.","Gun4hire","January 16, 2019","Verified Purchase",4,"Just good ol fashion action flick.",NA
"600","Venom","Excelente","Amazon Customer","February 6, 2019","Format: Prime VideoVerified Purchase",5,"Excelente",NA
"601","Venom","Pretty good movie","Steven","January 23, 2019","Format: Prime VideoVerified Purchase",5,"Kid loved it",NA
"602","Venom","Recommended","J","January 6, 2019","Verified Purchase",5,"Good action movie .",NA
"603","Venom","Great","Tiffany","January 12, 2019","Format: Prime VideoVerified Purchase",5,"Good action movie",NA
"604","Venom","Good movie.","Bobby Hopson","January 26, 2019","Format: Prime VideoVerified Purchase",5,"Good movie.",NA
"605","Venom","Great Movie","Patrick H.","February 14, 2019","Verified Purchase",5,"Loved it!",NA
"606","Venom","Great show.","Antasia Armour","February 17, 2019","Format: Prime VideoVerified Purchase",5,"Venom was phenomenal.",NA
"607","Venom","Good price fast shipping","luvthesnow","February 3, 2019","Verified Purchase",5,"4k, awesome!",NA
"608","Venom","Awesome","Amazon Customer","January 29, 2019","Format: Prime VideoVerified Purchase",5,"Awesome movie",NA
"609","Venom","As expected.","MS","January 20, 2019","Verified Purchase",5,"As expected.",NA
"610","Venom","Great pictite","carlos","December 26, 2018","Verified Purchase",5,"Great movie love it",NA
"611","Venom","Action Packed","Doc","January 10, 2019","Format: Prime VideoVerified Purchase",4,"Longtime Venom fan",NA
"612","Venom","Good movie","Charles T. Scovotti","February 19, 2019","Verified Purchase",4,"Good movie",NA
"613","Venom","Unique","Steve Leege","December 22, 2018","Format: Prime VideoVerified Purchase",4,"Cool and different",NA
"614","Venom","Cool","fatima","January 8, 2019","Format: Prime VideoVerified Purchase",5,"Really enjoyed it",NA
"615","Venom","Yep","Adam K","January 24, 2019","Format: Prime VideoVerified Purchase",5,"Awesome Movie",NA
"616","Venom","Ok","Midwest","January 27, 2019","Verified Purchase",4,"An ok movie",NA
"617","Venom","good movie","ShanShan Show","January 18, 2019","Format: Prime VideoVerified Purchase",5,"good movie!",NA
"618","Venom","This was awesome","ProvencherRJ","December 24, 2018","Format: Prime VideoVerified Purchase",5,"We will miss you Stan",NA
"619","Venom","The movie is good","arlemny","January 23, 2019","Format: Prime VideoVerified Purchase",4,"Great movie",NA
"620","Venom","Venom....worth the watch","momma3","January 3, 2019","Format: Prime VideoVerified Purchase",5,"Really entertaining.",NA
"621","Venom","Really enjoyed. Corny sci fi humor.","Rachael McGaw","January 27, 2019","Format: Prime VideoVerified Purchase",5,"Another good comic movie. Had some dark humor and a bit gruesome, maybe not for younger kids but for two comic movie fans we enjoyed.",NA
"622","Venom","Must buy!","A. W.","January 26, 2019","Verified Purchase",5,"Awesome movie.",NA
"623","Venom","Cool","Richard McCuen","January 22, 2019","Format: Prime VideoVerified Purchase",5,"Good movie",NA
"624","Venom","Good!","AKS","February 6, 2019","Verified Purchase",5,"Good!",NA
"625","Venom","Nice","Lady GZ 7","January 30, 2019","Verified Purchase",5,"Good movie",NA
"626","Venom","Terrific","Mozzer101","December 29, 2018","Format: Prime VideoVerified Purchase",5,"Excellent movie.",NA
"627","Venom","But entertains","Jana Schmitt","January 11, 2019","Format: Prime VideoVerified Purchase",3,"Disappointed",NA
"628","Venom","Funny!","Amazon Customer","February 9, 2019","Format: Prime VideoVerified Purchase",5,"Really funny and better than expected",NA
"629","Venom","It's worth it!","Jonathan","January 17, 2019","Verified Purchase",4,"I liked it, it was a little crazy but it was what I wanted Venom to be.",NA
"630","Venom","Good","Natalia","February 10, 2019","Format: Prime VideoVerified Purchase",5,"Good",NA
"631","Venom","I liked it","D Barrett","January 15, 2019","Verified Purchase",5,"good movie",NA
"632","Venom","Great flick","Thad Z London","February 11, 2019","Format: Prime VideoVerified Purchase",5,"Great flick",NA
"633","Venom","Very good","Tim B","January 11, 2019","Format: Prime VideoVerified Purchase",5,"Love this movie",NA
"634","Venom","Greyeyez","beijing48","January 10, 2019","Verified Purchase",5,"Great movie",NA
"635","Venom","Yessss","JT","December 26, 2018","Verified Purchase",5,"Love this movie",NA
"636","Venom","Good purchase","jesma","February 26, 2019","Verified Purchase",5,"Worked as expected and arrived quickly.",NA
"637","Venom","Good movie","Lynette P. Zierden","January 13, 2019","Format: Prime VideoVerified Purchase",4,"Good movie",NA
"638","Venom","Good movie","Aaron D.","January 13, 2019","Verified Purchase",5,"Good movie",NA
"639","Venom","..","Franklin Siguenza ","December 19, 2018","Format: Prime VideoVerified Purchase",5,"I love this movie for sure I will buy it",NA
"640","Venom","Love it!","Amazon Customer","January 12, 2019","Verified Purchase",5,"A favorite",NA
"641","Venom","Venom","Heather M.","December 29, 2018","Format: Blu-rayVerified Purchase",5,"Amazing movie",NA
"642","Venom","Good","Bug mumma","March 2, 2019","Verified Purchase",4,"Good",NA
"643","Venom","Great Movie","Mari","January 8, 2019","Format: Prime VideoVerified Purchase",5,"I love the acting, the graphics, and story line. I enjoyed it all.",NA
"644","Venom","Highly recommend","Bill","January 14, 2019","Format: Prime VideoVerified Purchase",5,"Excellent movie! I expected it to be all superhero but this had whole family laughing and enthralled whole time.",NA
"645","Venom","Love it","GumDropz","February 17, 2019","Format: Prime VideoVerified Purchase",5,"Great",NA
"646","Venom","Great movie!","SamHain","December 30, 2018","Format: Blu-rayVerified Purchase",5,"Great movie!",NA
"647","Venom","Great movie","J. Tuttle","January 27, 2019","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"648","Venom","Great","cheyane mark","January 17, 2019","Verified Purchase",5,"Great movie",NA
"649","Venom","Fun entertainment","kenneth g neely","January 22, 2019","Format: Prime VideoVerified Purchase",5,"Fun movie",NA
"650","Venom","Must watch","fawn morris","December 25, 2018","Format: Prime VideoVerified Purchase",5,"Bad ass movie",NA
"651","Venom","Loved it!","John Sorensen","December 14, 2018","Verified Purchase",5,"Not sure why the critics disliked Venom. It's a great antihero movie. At times seemed a little rushed but overall an excellent marvel action flick. I will certainly watch more then just once. Can't wait for to the sequel.",NA
"652","Venom","I enjoyed this movie","W D","January 9, 2019","Format: Prime VideoVerified Purchase",4,"Good movie",NA
"653","Venom","Very Well Made Movie","Wanda Studer","February 19, 2019","Verified Purchase",5,"Awesome & Funny Movie",NA
"654","Venom","Horrible Movie","Laura E. Wood","January 7, 2019","Format: Prime VideoVerified Purchase",1,"What a waste of money. This type of movie is up my alley but the acting was horrible. Dont waste your time or money!",1
"655","Venom","Thanks","Todd adamus","January 19, 2019","Verified Purchase",5,"Perfect",NA
"656","Venom","Very Enjoyable","Bryan S.","December 14, 2018","Format: Prime VideoVerified Purchase",5,"Love the movie!",NA
"657","Venom","Venom","woodchiper","January 4, 2019","Format: Prime VideoVerified Purchase",5,"Cool movie",NA
"658","Venom","Great!","debra garrett","January 19, 2019","Format: Blu-rayVerified Purchase",5,"Great film!",NA
"659","Venom","Great movie!","PJ2DOPE","February 7, 2019","Format: Blu-rayVerified Purchase",5,"A+++",NA
"660","Venom","Very Funny!","Magnaman Mike","December 29, 2018","Format: Prime VideoVerified Purchase",5,"Great Flick",NA
"661","Venom","Good Sci-Fi","Joe Wilson","January 11, 2019","Format: Blu-rayVerified Purchase",4,"Suspenseful.",NA
"662","Venom","Cool when he comes out.","Jason Maestas","December 28, 2018","Format: Blu-rayVerified Purchase",4,"Good movie.",NA
"663","Venom","Good","hotbike0077","February 14, 2019","Format: Blu-rayVerified Purchase",5,"Thumbs up",NA
"664","Venom","Fantastic movie!","BHAIN","January 29, 2019","Format: Prime VideoVerified Purchase",5,"Awesome",NA
"665","Venom","Love this movie!","Peter white","January 1, 2019","Format: Prime VideoVerified Purchase",5,"Love this movie!",NA
"666","Venom","Product as described","gitts77","January 27, 2019","Format: Blu-rayVerified Purchase",5,"Arrived in good condition",NA
"667","Venom","Great product.","Martin Palomares","February 23, 2019","Format: Prime VideoVerified Purchase",5,"Great product.",NA
"668","Venom","Must see movie","Todd Wilson","February 9, 2019","Format: Prime VideoVerified Purchase",5,"Real good movie good for most audiences",NA
"669","Venom","Thanks","jack1997","January 20, 2019","Format: Prime VideoVerified Purchase",4,"Happy",NA
"670","Venom","Love","sarah jk","January 24, 2019","Format: Prime VideoVerified Purchase",5,"Amazing",NA
"671","Venom","FANTASTIC!","J. Etter","December 28, 2018","Format: Prime VideoVerified Purchase",5,"FANTASTIC!",NA
"672","Venom","Sin loves it","Corey Galvan","December 26, 2018","Format: Prime VideoVerified Purchase",5,"Great movie",NA
"673","Venom","Close representation to comic.","Amazon Customer","February 3, 2019","Verified Purchase",5,"Great movie!",NA
